Id,Name,Country,City,Address,Latitude,Longitude
2044404432900,Timhotel Op ra Blanche Fontaine,FR,Paris,34 Rue Fontaine 9th arr 75009 Paris France,48.8825781,2.3334805
2044404432905,Hotel Well and Come,ES,Barcelona,Girona 158 Eixample 08037 Barcelona Spain,41.3991773,2.1656134
2061584302082,NH Hesperia Barcelona Presidente,ES,Barcelona,Avenida Diagonal 570 Sarri St Gervasi 08021 Barcelona Spain,41.3941338,2.1489569
2070174236673,Goodenough Club,GB,London,23 Mecklenburgh Square Camden London WC1N 2AD United Kingdom,51.525535,-0.1180354
2078764171268,Hilton Vienna Plaza,AT,Vienna,Schottenring 11 01 Innere Stadt 1010 Vienna Austria,48.2155236,16.3646858
2087354105859,The Waldorf Hilton,GB,London,Aldwych Westminster Borough London WC2B 4DD United Kingdom,51.5131979,-0.1174504
2095944040454,Lancaster London,GB,Paddington,Lancaster Terrace Westminster Borough London W2 2TY United Kingdom,51.5119446,-0.179939
2104533975042,41,GB,London,41 Buckingham Palace Road Westminster Borough London SW1W 0PS United Kingdom,51.4981471,-0.1436492
2113123909632,Le 123 Elysees Astotel,FR,Paris,123 Rue Du Faubourg Saint Honor 8th arr 75008 Paris France,48.8730823,2.309659
2113123909637,Savoy Hotel Amsterdam,NL,Amsterdam,Ferdinand Bolstraat 194 Oud Zuid 1072 LW Amsterdam Netherlands,52.3497431,4.8911908
2121713844227,Grand Hotel Downtown,NL,Amsterdam,Eerste Constantijn Huygensstraat 10A Oud West 1054 BR Amsterdam Netherlands,52.36513,4.8729422
2121713844230,UNA Hotel Scandinavia,IT,Milan,Via Giovanni Battista Fauch Sempione 20154 Milan Italy,45.4859983,9.1637603
2130303778820,Mercer House B ria BCN,ES,Barcelona,Boria 24 26 Ciutat Vella 08003 Barcelona Spain,41.3846844,2.1791065
2138893713409,Ambassadors Bloomsbury,GB,London,12 Upper Woburn Place Camden London WC1H 0HX United Kingdom,51.5266618,-0.1296571
2138893713412,Hotel Principe Di Savoia,IT,Milan,Piazza Della Repubblica 17 Central Station 20124 Milan Italy,45.479888,9.1962982
2147483648003,Eurohotel Diagonal Port,ES,Barcelona,Lope de Vega 4 Sant Mart 08005 Barcelona Spain,41.4006708,2.2087844
2156073582594,Hotel Chavanel,FR,Paris,22 Rue Tronchet 8th arr 75008 Paris France,48.8721692,2.3262681
2156073582597,AC Hotel Paris Porte Maillot by Marriott,FR,Paris,6 rue Gustave Charpentier 17th arr 75017 Paris France,48.8820046,2.2818538
2164663517184,Select Hotel,FR,Paris,1 Place De La Sorbonne 5th arr 75005 Paris France,48.8483053,2.3425596
2164663517190,Hotel Le Sainte Beuve,FR,Paris,9 Rue Sainte Beuve 6th arr 75006 Paris France,48.8438998,2.3294858
2173253451779,H tel Bel Ami,FR,Paris,7 11 Rue Saint Benoit 6th arr 75006 Paris France,48.8550298,2.3332104
2181843386370,Renaissance Paris Arc de Triomphe Hotel,FR,Paris,39 Avenue de Wagram 17th arr 75017 Paris France,48.8772093,2.2968266
2181843386373,Hotel Eug ne en Ville,FR,Paris,6 rue Buffault 9th arr 75009 Paris France,48.8750119,2.3416769
2181843386378,Hotel Carrobbio,IT,Milan,Via Medici 3 Milan City Center 20123 Milan Italy,45.4606597,9.1810947
2190433320963,Le Belmont Champs Elys es,FR,Paris,30 Rue de Bassano 16th arr 75016 Paris France,48.8691984,2.2979052
2190433320967,Austria Trend Hotel Doppio Wien,AT,Vienna,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,48.1854312,16.404884
2199023255555,Hotel De Vigny,FR,Paris,9 11 rue Balzac 8th arr 75008 Paris France,48.8738672,2.3005894
2207613190148,Negresco Princess 4 Sup,ES,Barcelona,Roger de Lluria 16 18 Eixample 08010 Barcelona Spain,41.3905166,2.1725643
2216203124740,Mercure Hotel Amsterdam City South,NL,Amsterdam,Joan Muyskenweg 10 Oost 1096 CJ Amsterdam Netherlands,52.335182,4.9138688
2233382993923,Le Saint Hotel Paris,FR,Paris,3 rue du Pr aux Clercs 7th arr 75007 Paris France,48.8565421,2.3303504
2241972928513,Hotel Indigo London Tower Hill,GB,London,142 Minories City of London London EC3N 1LS United Kingdom,51.5128032,-0.07586
2250562863105,Park Grand London Hyde Park,GB,London,78 82 Westbourne Terrace Westminster Borough London W2 6QA United Kingdom,51.5157316,-0.1802179
2259152797697,Le Pavillon des Lettres,FR,Paris,12 rue des Saussaies 8th arr 75008 Paris France,48.8713699,2.3181191
2259152797701,Crowne Plaza London Docklands,GB,London,Royal Victoria Dock Western Gateway Newham London E16 1AL United Kingdom,51.5083537,0.0198855
2267742732289,Best Western Seraphine Kensington Olympia,GB,London,225 High Street Kensington Kensington and Chelsea London W8 6SA United Kingdom,51.4992791,-0.1973593
2267742732294,Balmoral Champs Elys es,FR,Paris,6 rue du General Lanrezac 17th arr 75017 Paris France,48.8759855,2.293938
2267742732296,Mercure London Bridge,GB,London,71 79 Southwark Street Southwark London SE1 0JA United Kingdom,51.5052587,-0.099176
2276332666880,Le Pradey,FR,Paris,5 Rue Saint Roch 1st arr 75001 Paris France,48.8645309,2.3315532
2284922601472,Le Senat,FR,Paris,10 rue de Vaugirard 6th arr 75006 Paris France,48.8491427,2.3397118
2284922601477,St Pancras Renaissance Hotel London,GB,London,Euston Road Camden London NW1 2AR United Kingdom,51.5267769,-0.1324905
2284922601482,Hotel Prinz Eugen,AT,Vienna,Wiedner G rtel 14 04 Wieden 1040 Vienna Austria,48.1877258,16.3781454
2293512536070,London Marriott Hotel Grosvenor Square,GB,London,Grosvenor Square Westminster Borough London W1K 6JP United Kingdom,51.511579,-0.1500193
2293512536075,The Ned,GB,London,Poultry 27 City of London London EC2R 8AJ United Kingdom,51.5135929,-0.0907833
2302102470660,Hotel Monge,FR,Paris,55 rue Monge 5th arr 75005 Paris France,48.8447938,2.3524462
2302102470664,Jaz Amsterdam,NL,Amsterdam Zuidoost,De Passage 90 Noord Holland Zuidoost 1101 AX Amsterdam Netherlands,52.314371,4.9388064
2310692405249,Park Plaza London Waterloo,GB,London,6 Hercules Road Lambeth London SE1 7DP United Kingdom,51.4982412,-0.1134715
2310692405256,NH Amsterdam Schiller,NL,Amsterdam,Rembrandtplein 26 36 Amsterdam City Center 1017 CV Amsterdam Netherlands,52.3657092,4.8966912
2319282339841,Hotel Mademoiselle,FR,Paris,7 Rue des Petits H tels 10th arr 75010 Paris France,48.8772493,2.3543043
2319282339846,The Ritz Carlton Vienna,AT,Vienna,Schubertring 5 7 01 Innere Stadt 1010 Vienna Austria,48.2022742,16.3762615
2327872274433,The One Barcelona GL,ES,Barcelona,277 Carrer de Proven a Eixample 08037 Barcelona Spain,41.3961448,2.1631674
2327872274438,Sunotel Club Central,ES,Barcelona,Valencia 157 Eixample 08011 Barcelona Spain,41.38793,2.1568061
2336462209029,Hotel Villa Saxe Eiffel,FR,Paris,9 Villa de Saxe 7th arr 75007 Paris France,48.849758,2.3095213
2336462209034,Hotel Pension Baron am Schottentor,AT,Vienna,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,NA,NA
2345052143620,Novotel London Excel,GB,London,7 Western Gateway Royal Victoria Dock Newham London E16 1AA United Kingdom,51.5077198,0.0229805
2345052143625,The Berkeley,GB,London,Wilton Place Knightsbridge Westminster Borough London SW1X 7RL United Kingdom,51.5020912,-0.1577795
2353642078212,Ohla Eixample,ES,Barcelona,C rsega 289 Eixample 08008 Barcelona Spain,41.3944574,2.1564353
2362232012800,Hilton Paris Opera,FR,Paris,108 Rue Saint Lazare 8th arr 75008 Paris France,48.8756604,2.3252075
2362232012805,Hotel Bellevue Wien,AT,Vienna,Althanstra e 5 09 Alsergrund 1090 Vienna Austria,48.2264063,16.3600628
2370821947392,Belfast,FR,Paris,10 avenue Carnot 17th arr 75017 Paris France,48.8756435,2.2938788
2370821947396,Plaza Tour Eiffel,FR,Paris,32 Rue Greuze 16th arr 75016 Paris France,48.8645647,2.2821827
2370821947401,Hotel The Serras,ES,Barcelona,Passeig de Colom 9 Ciutat Vella 08002 Barcelona Spain,41.3801815,2.180688
2379411881987,Barcelona Princess,ES,Barcelona,Avenida Diagonal 1 Sant Mart 08019 Barcelona Spain,41.4109715,2.2186535
2379411881988,NH Collection Barcelona Podium,ES,Barcelona,Bail n 4 6 Eixample 08010 Barcelona Spain,NA,NA
2388001816576,11 Cadogan Gardens,GB,London,11 Cadogan Gardens Sloane Square Kensington and Chelsea London SW3 2RJ United Kingdom,51.4936161,-0.1592347
2388001816581,Best Western Plus 61 Paris Nation Hotel,FR,Paris 12,61 rue de la Voute 12th arr 75012 Paris France,48.8465653,2.4102405
2396591751169,Hotel des Tuileries Relais du Silence,FR,Paris,10 rue Saint Hyacinthe 1st arr 75001 Paris France,48.8661705,2.331561
2396591751174,NH Collection Barcelona Gran Hotel Calder n,ES,Barcelona,Rambla Catalunya 26 Eixample 08007 Barcelona Spain,41.3894654,2.1662651
2405181685763,DoubleTree By Hilton Milan,IT,Milan,Via Ludovico Di Breme 77 Certosa 20156 Milan Italy,45.5005657,9.1383663
2413771620353,Comfort Inn Suites Kings Cross St Pancras,GB,London,31 33 Argyle Street Camden London WC1H 8EP United Kingdom,51.5289499,-0.1232979
2413771620358,Bianca Maria Palace Hotel,IT,Milan,Viale Bianca Maria 4 Milan City Center 20129 Milan Italy,45.4635445,9.2068649
2422361554949,Hotel Die Port van Cleve,NL,Amsterdam,Nieuwezijds Voorburgwal 176 180 Amsterdam City Center 1012 SJ Amsterdam Netherlands,52.3741426,4.8907741
2430951489539,H tel La Parizienne by Elegancia,FR,Paris 06,33 Boulevard du Montparnasse 6th arr 75006 Paris France,48.8450894,2.3209503
2439541424128,London Hilton on Park Lane,GB,London,22 Park Lane Westminster Borough London W1K 1BE United Kingdom,51.5055513,-0.1501698
2448131358721,St Martins Lane A Morgans Original,GB,London,45 St Martin s Lane Westminster Borough London WC2N 4HX United Kingdom,51.5104696,-0.1265824
2448131358725,Grand Hotel Wien,AT,Vienna,K rntner Ring 9 01 Innere Stadt 1010 Vienna Austria,48.2021105,16.3720841
2465311227904,Best Western Le Jardin de Cluny,FR,Paris,9 Rue du Sommerard 5th arr 75005 Paris France,48.8497553,2.3467616
2473901162496,Le Metropolitan a Tribute Portfolio Hotel,FR,Paris,10 Place De Mexico 16th arr 75016 Paris France,48.8656973,2.2829776
2482491097088,The Nadler Victoria,GB,London,10 Palace Place Westminster Borough London SW1E 5BW United Kingdom,51.4990259,-0.1427453
2482491097093,Hotel Granados 83,ES,Barcelona,Enrique Granados 83 Eixample 08008 Barcelona Spain,41.391843,2.156844
2482491097097,Hotel Balmoral,ES,Barcelona,Via Augusta 5 08006 Barcelona Spain,41.3961294,2.1551626
2491081031684,Flemings Mayfair,GB,London,Half Moon Street Westminster Borough London W1J 7BH United Kingdom,51.5064607,-0.1454198
2499670966276,Nell Hotel Suites,FR,Paris,60 rue Richer 9th arr 75009 Paris France,48.8741002,2.3426357
2499670966279,Hotel D Este,IT,Milan,Viale Bligny 23 Milan City Center 20136 Milan Italy,45.4510397,9.1920911
2508260900868,Primero Primera,ES,Barcelona,Doctor Carulla 25 Sarri St Gervasi 08017 Barcelona Spain,41.4002812,2.1297427
2516850835458,Seven Hotel,FR,Paris,20 rue Berthollet 5th arr 75005 Paris France,48.8389823,2.3455528
2516850835462,Hotel Liberty,IT,Milan,Viale Bligny 56 Milan City Center 20136 Milan Italy,45.4508673,9.1948659
2525440770052,Cotton House Hotel Autograph Collection,ES,Barcelona,Gran V a de les Corts Catalanes 670 Eixample 08010 Barcelona Spain,41.3915897,2.1720108
2534030704642,Mercer Hotel Barcelona,ES,Barcelona,Dels Lledo 7 Ciutat Vella 08003 Barcelona Spain,41.3827,2.1791999
2534030704647,AZIMUT Hotel Vienna,AT,Vienna,Sonnwendgasse 8 10 Favoriten 1100 Vienna Austria,48.1834787,16.3762765
2551210573825,The Victoria,GB,London,10 West Temple Sheen London SW14 7RT United Kingdom,51.4611219,-0.2756216
2551210573830,Novotel Amsterdam City,NL,Amsterdam,Europaboulevard 10 Zuideramstel 1083 AD Amsterdam Netherlands,52.333803,4.8884708
2559800508419,Mercure Vaugirard Paris Porte De Versailles,FR,Paris,69 Boulevard Victor 15th arr 75015 Paris France,48.8330649,2.2879617
2568390443011,Hilton London Euston,GB,London,17 18 Upper Woburn Place Camden London WC1H 0HT United Kingdom,51.5265189,-0.1303689
2568390443014,Novotel Paris Les Halles,FR,Paris,8 Place Marguerite de Navarre 1st arr 75001 Paris France,48.8607299,2.3465326
2576980377601,Roomz Vienna,AT,Vienna,Paragonstra e 1 11 Simmering 1110 Vienna Austria,NA,NA
2585570312195,Warwick Paris Former Warwick Champs Elysees,FR,Paris,5 rue de Berri 8th arr 75008 Paris France,48.8722019,2.3030866
2585570312198,Chambiges Elys es,FR,Paris,8 rue Chambiges 8th arr 75008 Paris France,48.8668048,2.3039465
2594160246785,Best Western S vres Montparnasse,FR,Paris,153 Rue De Vaugirard 15th arr 75015 Paris France,48.843707,2.3155631
2602750181376,Hotel Trianon Rive Gauche,FR,Paris,1 Bis Rue De Vaugirard 6th arr 75006 Paris France,48.8487675,2.3410376
2602750181378,Old Ship Inn Hackney,GB,London,2 Sylvester Path Hackney London E8 1EN United Kingdom,51.5458476,-0.0554113
2602750181383,United Lodge Hotel and Apartments,GB,London,368 370 Green Lanes London N4 1DA United Kingdom,51.5743549,-0.0977567
2611340115968,Park Plaza Victoria London,GB,London,239 Vauxhall Bridge Road Westminster Borough London SW1V 1EQ United Kingdom,51.4942539,-0.1414756
2619930050560,Royal Saint Honore,FR,Paris,221 Rue Saint Honore 1st arr 75001 Paris France,48.8658792,2.3298903
2628519985155,Le Relais Montmartre,FR,Paris,6 Rue Constance 18th arr 75018 Paris France,48.8854538,2.3335809
2628519985159,Holiday Inn Amsterdam,NL,Amsterdam,De Boelelaan 2 Zuideramstel 1083 HJ Amsterdam Netherlands,52.3351951,4.8885354
2637109919746,St James Hotel Club Mayfair,GB,London,7 8 Park Place Westminster Borough London SW1A 1LP United Kingdom,51.5061587,-0.1402803
2645699854337,H tel F licien by Elegancia,FR,Paris,21 rue F licien David 16th arr 75016 Paris France,48.8493082,2.2743626
2645699854339,Grange Wellington Hotel,GB,London,71 Vincent Square Westminster Borough London SW1P 2PA United Kingdom,51.4944319,-0.1363756
2662879723520,Okko Hotels Paris Porte De Versailles,FR,Paris,2 Rue du Colonel Pierre Avia 15th arr 75015 Paris France,48.8327729,2.2787597
2662879723525,Hotel V Nesplein,NL,Amsterdam,Nes 49 Amsterdam City Center 1012 KD Amsterdam Netherlands,52.3711037,4.8936787
2671469658112,H tel des Academies et des Arts,FR,Paris,15 Rue De La Grande Chaumi re 6th arr 75006 Paris France,48.8420669,2.3304091
2680059592705,Hotel VIU Milan,IT,Milan,6 Via Aristotile Fioravanti Garibaldi Station 20154 Milan Italy,45.488764,9.183057
2680059592710,Starhotels Echo,IT,Milan,Viale Andrea Doria 4 Central Station 20124 Milan Italy,45.4847398,9.2072916
2688649527298,Platine Hotel Spa,FR,Paris,20 rue de l Ing nieur Robert Keller 15th arr 75015 Paris France,48.8473459,2.2832408
2688649527303,Washington Mayfair Hotel,GB,London,5 Curzon St Westminster Borough London W1J 5HL United Kingdom,51.5060237,-0.151078
2705829396480,Portobello House,GB,London,225 Ladbroke Grove Kensington and Chelsea London W10 6HQ United Kingdom,51.5199224,-0.2116636
2705829396485,Arioso,FR,Paris,7 rue d Argenson 8th arr 75008 Paris France,48.8746066,2.3167195
2723009265664,Melia Paris Champs Elys es,FR,Paris,102 Avenue Victor Hugo 16th arr 75016 Paris France,48.8688962,2.2827459
2723009265669,Renaissance Amsterdam Hotel,NL,Amsterdam,Kattengat 1 Amsterdam City Center 1012 SZ Amsterdam Netherlands,52.377955,4.894641
2731599200257,Novotel Paris Centre Bercy,FR,Paris,85 Rue De Bercy 12th arr 75012 Paris France,48.8384558,2.3805885
2740189134849,Best Western Op ra Batignolles,FR,Paris,165 rue de Rome 17th arr 75017 Paris France,48.8870573,2.3143297
2740189134854,The Dylan Amsterdam,NL,Amsterdam,Keizersgracht 384 Amsterdam City Center 1016 GB Amsterdam Netherlands,52.3654686,4.8798713
2748779069441,H tel Westminster,FR,Paris,13 Rue De La Paix 2nd arr 75002 Paris France,48.8693409,2.3310263
2748779069446,NH Carlton Amsterdam,NL,Amsterdam,Vijzelstraat 4 Amsterdam City Center 1017 HK Amsterdam Netherlands,52.3663727,4.8930505
2765958938624,Staybridge Suites London Vauxhall,GB,London,100 Vauxhall Walk Lambeth London SE11 5AL United Kingdom,51.4891226,-0.1205639
2765958938628,Hotel Eiffel Blomet,FR,Paris,78 Rue Blomet 15th arr 75015 Paris France,48.8416787,2.3022862
2774548873217,Mercure Paris Gare Montparnasse,FR,Paris,20 Rue De La Ga t 14th arr 75014 Paris France,NA,NA
2783138807809,Hotel Le Placide Saint Germain Des Pr s,FR,Paris,6 Rue Saint Placide 6th arr 75006 Paris France,48.8498439,2.3244253
2783138807811,Hotel OFF Paris Seine,FR,Paris,86 Quai D Austerlitz 13th arr 75013 Paris France,48.8427364,2.3672171
2783138807816,Hotel Da Vinci,IT,Milan,Via Senigallia 6 20161 Milan Italy,45.5331372,9.1711019
2800318676992,The Chamberlain,GB,London,130 135 Minories City of London London EC3N 1NU United Kingdom,51.5122457,-0.0757326
2800318676997,Hilton Amsterdam,NL,Amsterdam,Apollolaan 138 Oud Zuid 1077 BG Amsterdam Netherlands,52.351381,4.872723
2808908611584,Crowne Plaza London Kings Cross,GB,London,1 Kings Cross Road Islington London WC1X 9HX United Kingdom,51.5263854,-0.1136042
2817498546177,Villa Opera Drouot,FR,Paris,2 rue Geoffroy Marie 9th arr 75009 Paris France,48.8732231,2.3436097
2817498546182,Silken Concordia,ES,Barcelona,Paral lel 115 Sants Montju c 08004 Barcelona Spain,41.3747873,2.1611846
2826088480773,Exe Vienna,AT,Vienna,Ottakringer Stra e 34 36 17 Hernals 1170 Vienna Austria,48.2149414,16.3365285
2826088480778,Ca Bianca Hotel Corte Del Naviglio,IT,Milan,Via Lodovico Il Moro 117 Navigli 20143 Milan Italy,45.443502,9.1377081
2834678415366,Amadi Park Hotel,NL,Amsterdam,Eerste Constantijn huygensstraat 26G Oud West 1054 BR Amsterdam Netherlands,52.364962,4.873495
2843268349955,Barcel Sants,ES,Barcelona,Plaza Paisos Catalans s n Sants Montju c 08014 Barcelona Spain,41.3798964,2.1412433
2851858284547,Legend Saint Germain by Elegancia,FR,Paris,151 bis Rue de Rennes 6th arr 75006 Paris France,48.8453774,2.3256427
2851858284552,Newhotel Roblin,FR,Paris,6 rue Chauveau Lagarde 8th arr 75008 Paris France,48.8714152,2.3239679
2860448219139,Strand Palace Hotel,GB,London,372 Strand Westminster Borough London WC2R 0JJ United Kingdom,51.5110993,-0.1208673
2869038153732,Mercure Secession Wien,AT,Vienna,Getreidemarkt 5 06 Mariahilf 1060 Vienna Austria,48.200561,16.3647063
2886218022913,Holiday Inn Paris Saint Germain des Pr s,FR,Paris,92 rue de Vaugirard 6th arr 75006 Paris France,48.846837,2.3258066
2894807957504,COQ Hotel Paris,FR,Paris,15 rue Edouard Manet 13th arr 75013 Paris France,48.8328764,2.3572531
2911987826688,InterContinental London Park Lane,GB,London,1 Hamilton Place Park Lane Westminster Borough London W1J 7QY United Kingdom,51.5038632,-0.1504132
2911987826693,NH Amsterdam Museum Quarter,NL,Amsterdam,Hobbemakade 50 Oud Zuid 1071 XL Amsterdam Netherlands,52.3560923,4.8858229
2920577761282,Hotel Malte Astotel,FR,Paris,63 rue de Richelieu 2nd arr 75002 Paris France,48.8672474,2.33738
2929167695872,M by Montcalm Shoreditch London Tech City,GB,London,151 157 City Road Shoreditch Islington London EC1V 1JS United Kingdom,51.5278465,-0.0889473
2929167695877,UNA Hotel Cusani,IT,Milan,Via Cusani 13 Milan City Center 20121 Milan Italy,45.4684251,9.1834161
2937757630465,Castille Paris Starhotels Collezione,FR,Paris,33 Rue Cambon 1st arr 75001 Paris France,48.8682978,2.3268027
2946347565057,H tel Bedford,FR,Paris,17 rue de l Arcade 8th arr 75008 Paris France,48.8720593,2.3236802
2954937499649,Hotel Plaza Elys es,FR,Paris,177 Boulevard Haussmann 8th arr 75008 Paris France,48.8746128,2.3056956
2954937499653,Suites H tel Helzear Montparnasse,FR,Paris,40 rue Liancourt 14th arr 75014 Paris France,48.8346811,2.3255098
2954937499658,Hotel Capricorno,AT,Vienna,Schwedenplatz 3 4 01 Innere Stadt 1010 Vienna Austria,48.2111522,16.3788631
2972117368832,H tel Th r se,FR,Paris,5 7 Rue Th r se 1st arr 75001 Paris France,48.8816306,2.2992146
2980707303425,The Franklin Hotel Starhotels Collezione,GB,London,24 Egerton Gardens Kensington and Chelsea London SW3 2DB United Kingdom,51.4960283,-0.1686355
2980707303434,W Barcelona,ES,Barcelona,Pla a Rosa dels Vents 1 Passeig Joan de Borbo Ciutat Vella 08039 Barcelona Spain,41.368437,2.1901534
2989297238019,HCC Regente,ES,Barcelona,Rambla de Catalunya 76 Eixample 08008 Barcelona Spain,41.3922919,2.1622256
2997887172614,NH Milano Palazzo Moscova,IT,Milan,Viale Monte Grappa 12 Garibaldi Station 20124 Milan Italy,45.480968,9.189977
3006477107204,Hotel Bristol A Luxury Collection Hotel,AT,Vienna,K rntner Ring 1 01 Innere Stadt 1015 Vienna Austria,48.2024907,16.3702656
3015067041794,Antares Hotel Rubens,IT,Milan,Via Rubens 21 San Siro 20148 Milan Italy,45.4670579,9.1427822
3023656976388,Buddha Bar Hotel Paris,FR,Paris,4 rue d Anjou 8th arr 75008 Paris France,48.8694695,2.3208564
3032246910976,H tel San R gis,FR,Paris,12 Rue Jean Goujon 8th arr 75008 Paris France,48.8665788,2.3084447
3032246910983,Best Western Madison Hotel,IT,Milan,Via Privata Leopoldo Gasparotto 8 Central Station 20124 Milan Italy,45.4881471,9.2016609
3040836845572,Catalonia Catedral,ES,Barcelona,Arcs 10 Ciutat Vella 08002 Barcelona Spain,41.3846637,2.1740902
3049426780160,Hotel Scribe Paris Opera by Sofitel,FR,Paris,1 Rue Scribe 9th arr 75009 Paris France,48.8704175,2.3296832
3049426780165,The Beaufort,GB,London,33 Beaufort Gardens Kensington and Chelsea London SW3 1PP United Kingdom,51.4978466,-0.164156
3049426780170,Hotel Mozart,IT,Milan,Piazza Gerusalemme 6 Sempione 20154 Milan Italy,45.4834133,9.1666361
3058016714752,The Marylebone Hotel,GB,London,47 Welbeck Street Westminster Borough London W1G 8DN United Kingdom,51.5180207,-0.1500567
3066606649347,The Tophams Hotel,GB,London,28 Ebury Street Westminster Borough London SW1W 0LU United Kingdom,51.4957436,-0.1477528
3066606649352,Grand Ferdinand Vienna Your Hotel In The City Center,AT,Vienna,Schubertring 10 12 01 Innere Stadt 1010 Vienna Austria,48.2022415,16.3749336
3075196583936,Le Dokhan s a Tribute Portfolio Hotel,FR,Paris,117 Rue Lauriston 16th arr 75116 Paris France,48.8663359,2.2867935
3075196583941,Silken Gran Hotel Havana,ES,Barcelona,Gran V a de Les Corts Catalanes 647 Eixample 08010 Barcelona Spain,41.3927101,2.1722139
3083786518531,Grosvenor House Suites by Jumeirah Living,GB,London,86 Park Lane Westminster Borough London W1K 7TN United Kingdom,51.509841,-0.1552193
3092376453122,Holiday Inn Paris Notre Dame,FR,Paris,4 rue Danton 6th arr 75006 Paris France,48.8528427,2.3422256
3100966387712,H tel Chaplain Paris Rive Gauche,FR,Paris,11 Bis Rue Jules Chaplain 6th arr 75006 Paris France,48.8427564,2.3305636
3109556322304,H tel de Banville,FR,Paris,166 Boulevard Berthier 17th arr 75017 Paris France,48.8864673,2.2948911
3109556322309,The Piccadilly London West End,GB,London,65 73 Shaftesbury Avenue Westminster Borough London W1D 6EX United Kingdom,51.5121957,-0.1318384
3109556322312,Catalonia Diagonal Centro,ES,Barcelona,Balmes 142 146 Eixample 08008 Barcelona Spain,41.3938632,2.1568039
3118146256898,Radisson Blu Edwardian Bloomsbury Street,GB,London,9 13 Bloomsbury Street Nr Covent Garden Camden London WC1B 3QD United Kingdom,51.517608,-0.1276253
3126736191492,Le Burgundy Paris,FR,Paris,6 8 Rue Duphot 1st arr 75001 Paris France,48.8680055,2.3260075
3126736191497,Park Inn by Radisson Uno City Vienna,AT,Vienna,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,48.2340799,16.4210093
3143916060674,The Montcalm Marble Arch,GB,London,2 Wallenberg Place Westminster Borough London W1H 7TN United Kingdom,51.5150522,-0.159239
3143916060679,M venpick Hotel Amsterdam City Centre,NL,Amsterdam,Piet Heinkade 11 Zeeburg 1019 BR Amsterdam Netherlands,52.3781016,4.9142508
3152505995265,The Nadler Soho,GB,London,10 Carlisle Street Westminster Borough London W1D 3BR United Kingdom,51.5147387,-0.1341108
3152505995270,Auteuil Tour Eiffel,FR,Paris,8 10 Rue F licien David 16th arr 75016 Paris France,48.8506499,2.2750873
3161095929858,A La Villa Madame,FR,Paris,44 Rue Madame 6th arr 75006 Paris France,48.8488608,2.3315257
3169685864448,Duret,FR,Paris,30 Rue Duret 16th arr 75016 Paris France,48.8752553,2.286653
3169685864453,Novotel Milano Nord Ca Granda,IT,Milan,Viale Suzzani 13 Bicocca Zara 20162 Milan Italy,45.506502,9.1965192
3178275799043,Pestana Chelsea Bridge Hotel Spa,GB,London,354 Queenstown Road Battersea London SW8 4AE United Kingdom,51.4815995,-0.1481053
3178275799048,25hours Hotel beim MuseumsQuartier,AT,Vienna,Lerchenfelder Stra e 1 3 07 Neubau 1070 Vienna Austria,48.2064745,16.3546297
3186865733633,Waldorf Madeleine,FR,Paris,12 boulevard Malesherbes 8th arr 75008 Paris France,48.8715828,2.3224853
3186865733635,Golden Tulip Bercy Gare de Lyon 209,FR,Paris,209 211 rue de Charenton 12th arr 75012 Paris France,48.8393229,2.3892274
3186865733640,Alma Boutique Hotel,AT,Vienna,Hafnersteig 7 01 Innere Stadt 1010 Vienna Austria,48.2112491,16.3776519
3195455668226,Hotel Parco di Sch nbrunn Vienna,AT,Vienna,Ratschkygasse 32 12 Meidling 1120 Vienna Austria,48.1776236,16.3243588
3204045602818,Mandarin Oriental Paris,FR,Paris,251 rue Saint Honor 1st arr 75001 Paris France,48.8671889,2.326927
3204045602823,The Wittmore Adults Only,ES,Barcelona,Riudarenes 7 Ciutat Vella 08002 Barcelona Spain,41.380939,2.1796095
3212635537412,Luxury Suites Amsterdam,NL,Amsterdam,Oudeschans 75 Amsterdam City Center 1011 KW Amsterdam Netherlands,52.3702613,4.9032489
3221225472003,Francois 1er,FR,Paris,7 Rue Magellan 8th arr 75008 Paris France,48.8701887,2.2997281
3221225472008,Catalonia Barcelona Plaza,ES,Barcelona,Plaza Espa a 6 8 Sants Montju c 08014 Barcelona Spain,41.3750293,2.1491172
3229815406595,Olivia Balmes Hotel,ES,Barcelona,Balmes 117 Eixample 08008 Barcelona Spain,41.392095,2.158493
3238405341187,Le Relais M dicis,FR,Paris,5 place de l Od on 6th arr 75006 Paris France,48.8497618,2.3392336
3246995275777,Hotel Astra Opera Astotel,FR,Paris,29 rue Caumartin 9th arr 75009 Paris France,48.8718321,2.3278866
3255585210369,Hotel d Orsay Esprit de France,FR,Paris,93 Rue de Lille 7th arr 75007 Paris France,48.8603599,2.3230778
3255585210374,Hotel Regina,AT,Vienna,Rooseveltplatz 15 09 Alsergrund 1090 Vienna Austria,48.2163343,16.3595536
3264175144962,Holiday Inn London Mayfair,GB,London,3 Berkeley Street Westminster Borough London W1J 8NE United Kingdom,51.507746,-0.1422993
3264175144967,Hotel Erzherzog Rainer,AT,Vienna,Wiedner Hauptstr 27 29 04 Wieden 1040 Vienna Austria,48.1953229,16.3672882
