Id,Name,Country,City,Address,Latitude,Longitude
1211180777473,Sunset Inn,US,Tatum,68 W Hwy Hwy 380,33.38186,-103.395424
1236950581248,Comfort Suites Southport,US,Southport,4963 Southport Supply Rd,33.9534,-78.0521
1236950581253,Howard Johnson,US,Leavenworth,405 W Us Highway 2,47.19644,-120.943665
1262720385024,Holiday Inn Express & Suites Phoenix Downtown - Ballpark,US,Phoenix,620 N 6th St,33.45499,-112.06685
1271310319616,Super 8,US,Hope,2000 Holiday Dr,33.683724,-93.611822
1271310319621,Lamothe House,US,New Orleans,621 Esplanade Ave,29.9632203,-90.059329
1288490188801,Knights Inn,US,Pharr,2706 N Cage Blvd,26.21776,-98.178861
1297080123394,Cal Neva Resort,US,Crystal Bay,2 Stateline Rd,39.22524,-120.00566
1297080123396,Comfort Inn Montgomery,US,Montgomery,1035 W South Blvd,32.327641,-86.33771
1305670057986,Marquesa Hotel & Cafe Marquesa,US,Key West,600 Fleming St,24.556827,-81.801459
1305670057991,A Swallow's Nest Motel,US,Vashon,6030 S W 248th St,47.382908,-122.40764
1314259992577,Atlantic House,US,Narragansett,85 Ocean Rd,41.428084,-71.456495
1322849927169,Barber Joyce,US,Hobart,Stamford Rd,42.98961,-78.74249
1322849927176,Comfort Inn Huntingdon,US,Huntingdon,100 S 4th St,40.48387,-78.01093
1331439861764,Terry Peak Ski Area,US,Lead,21120 Stewart Slope Rd,44.334573,-103.840384
1348619730944,Adobe Nido Bed & Breakfast,US,Albuquerque,1124 Major Ave N W,35.12073,-106.65298
1348619730946,Grand Hotel Cadenabbia,US,Griante,Via Regina 1,45.987791,9.234449
1357209665536,Comfort Inn,US,Kearney,903 2nd Ave,40.682933,-99.084655
1365799600128,Springhill Suites By Marriott Sarasota Bradenton,US,Sarasota,1020 University Pkwy,27.381832,-82.549741
1365799600130,Quality Inn Long Beach Airport,US,Signal Hill,3201 E Pacific Coast Hwy,33.790227,-118.154554
1374389534722,Hotel Adler Cavalieri,US,Humeston,Via Della Scala 40,43.775491,11.245648
1382979469314,Nantahala Cabins Inc,US,Bryson City,580 Nantahala Cabins Ln,35.33995,-83.560104
1391569403906,Chelsea Inn,US,San Francisco,2095 Lombard St,37.799801,-122.436031
1400159338497,The Chestnut Boutique Hotel,US,Morgantown,345 Chestnut St,39.630993,-79.956245
1417339207681,Hotel Portaventura,US,Stone Creek,Avda Alcalde Pere Molaskm 2,41.08352,1.153677
1417339207686,Crossland Economy Studios - Lake Charles - Sulphur,US,Sulphur,104 Mallard St,30.21369,-93.32655
1425929142277,Courtyard By Marriott,US,Fitchburg,150 Royal Plaza Dr,42.545856,-71.85278
1443109011456,Holiday Inn Express Pinetop,US,Pinetop,431 E White Mountain Blvd,34.134802,-109.949645
1451698946049,Cedar Crest Inn,US,Camden,115 Elm St,44.20244,-69.07486
1460288880641,Pine Needles Golf Course,US,Southern Pines,1005 Midland Rd,35.197103,-79.392412
1460288880644,Mineola Motel,US,Little River,1505 Highway 17,33.87537,-78.61731
1468878815234,Days Inn Marion,US,Marion,Rr 1 Hwy 11,36.86846,-81.41384
1468878815239,Super 8 Schenect/albany Area,US,Schenectady,3083 Carman Rd,42.764084,-73.939324
1468878815242,Holiday Inn Express & Suites Crossville,US,Crossville,560 Peavine Rd,35.96427,-84.98142
1477468749828,Main Street Bed & Breakfast,US,Cooperstown,202 Main St,42.701214,-74.931078
1494648619010,Agate Beach Motel,US,Newport,175 N W Gilbert Way,44.67388,-124.06068
1503238553603,Days Inn West Memphis,US,West Memphis,1100 Ingram Blvd/i 40,35.160223,-90.15817
1520418422784,The National Conference Center,US,Leesburg,18980 Upper Belmont Pl,39.094056,-77.485577
1529008357377,Super 8 Big Cabin Vinita Ok,US,Vinita,30954 S Highway 69,36.57115,-95.22049
1529008357379,Shamrock Hill Inn,US,Long Eddy,3 County Road 134,41.84524,-75.11439
1537598291971,Hotel An Der Philharmonie,US,Raymond,Grosse Neugasse 36 38,50.939736,6.961262
1546188226563,Motel 6,US,Moses Lake,2822 W Driggs Dr,47.104012,-119.310964
1554778161153,Quality Inn and Suites,US,Bossier City,2717 Village Ln,32.52313,-93.70201
1563368095746,Quality Inn,US,Umatilla,705 Willamette St,45.92054,-119.28941
1580547964929,Econo Lodge,US,Altoona,2906 Pleasant Valley Blvd,40.49514,-78.395267
1589137899521,Holiday Inn Express Hotel and Suites Meadowlands Area,US,Carlstadt,100 Paterson Plank Rd,40.832467,-74.08601
1606317768705,Great Basin Inn,US,Ely,701 E Aultman St,39.24836,-114.89076
1623497637888,Holiday Inn-bayside,US,San Diego,4875 N Harbor Dr,32.726385,-117.223519
1623497637893,Sleep Inn Slidell,US,Slidell,142 Oak Ct,30.22415,-89.78667
1640677507072,Best Western Plus,US,Corte Madera,56 Madera Blvd,37.929938,-122.517879
1657857376257,Quality Inn Johnson City,US,Johnson City,119 Pinnacle Dr,36.37389,-82.42733
1657857376261,Welcome Inn Apartments,US,Parkville,8729 Loch Bend Dr,39.39842,-76.56298
1666447310852,Hyatt Place Atlanta/alpharetta/north Point Mall,US,Alpharetta,7500 N Point Pkwy,34.041713,-84.303592
1675037245443,Howard Johnson Inn - Newburgh,US,Newburgh,95 Route 17k,41.505388,-74.073291
1675037245445,Innpoints Worldwide,US,Albuquerque,800 20th St N W,35.100147,-106.66754
1700807049216,Arrowhead Motel and Rv Park,US,Ruidoso,616 Highway 70,33.312737,-105.63678
1709396983809,Quality Inn Spearfish,US,Spearfish,2725 1st Ave,44.48047,-103.81389
1709396983811,La Quinta Inn and Suites Nashville Franklin,US,Franklin,4207 Franklin Commons Ct,35.911253,-86.822972
1717986918403,London Bridge Hotel,GB,London,8 18 London Bridge St Southwark London SE1 9SG United Kingdom,51.5052188,-0.088166
1717986918408,Acca Palace,IT,Milan,Via Giovanni Nicotera 9 Niguarda 20161 Milan Italy,45.5099969,9.1739942
1726576852994,Banke H tel,FR,Paris,20 Rue La Fayette 9th arr 75009 Paris France,48.8735736,2.335965
1726576852999,London Marriott Maida Vale,GB,London,Plaza Parade Camden London NW6 5RP United Kingdom,51.5357597,-0.1902591
1735166787588,Hotel Zeitgeist Vienna Hauptbahnhof,AT,Vienna,Sonnwendgasse 15 10 Favoriten 1100 Vienna Austria,48.1829645,16.3776709
1743756722177,Grange White Hall Hotel,GB,London,2 5 Montague Street Bloomsbury Camden London WC1B 5BU United Kingdom,51.5203469,-0.1260893
1743756722182,Hotel G tico,ES,Barcelona,Jaime I 14 Ciutat Vella 08002 Barcelona Spain,41.3835584,2.178311
1752346656770,Best Western Paris Gare Saint Lazare,FR,Paris,18 rue de Constantinople 8th arr 75008 Paris France,48.8803752,2.319591
1752346656773,Hotel Mercure Wien Westbahnhof,AT,Vienna,Felberstra e 4 15 Rudolfsheim F nfhaus 1150 Vienna Austria,48.1983543,16.3375246
1760936591360,Mercure London Paddington Hotel,GB,Paddington,144 Praed St Paddington Westminster Borough London W2 1HU United Kingdom,51.5161139,-0.1749521
1760936591365,H tel Beauchamps,FR,Paris,24 rue de Ponthieu 8th arr 75008 Paris France,48.87096,2.3091617
1760936591369,Hotel Royal,AT,Vienna,Singerstra e 3 01 Innere Stadt 1010 Vienna Austria,48.2078727,16.3724042
1769526525954,La Villa Maillot,FR,Paris,143 Avenue De Malakoff 16th arr 75016 Paris France,48.875551,2.2835191
1769526525960,Hotel Omm,ES,Barcelona,Rossell 265 Eixample 08008 Barcelona Spain,41.3962468,2.1609551
1778116460546,Hotel Odeon Saint Germain,FR,Paris,13 rue Saint Sulpice 6th arr 75006 Paris France,48.8513515,2.3375084
1778116460551,Eurostars Embassy,AT,Vienna,Landstra er Hauptstra e 120 03 Landstra e 1030 Vienna Austria,48.1964001,16.3958668
1786706395137,Best Western Plus Elys e Secret,FR,Paris,5 rue de Ponthieu 8th arr 75008 Paris France,48.8701247,2.311141
1795296329728,Mercure Paris Place d Italie,FR,Paris,25 Boulevard Auguste Blanqui 13th arr 75013 Paris France,48.830196,2.3529539
1795296329734,Enterprise Hotel Design Boutique,IT,Milan,Corso Sempione 91 Fiera Milano City 20149 Milan Italy,45.4867005,9.1575137
1803886264323,Les Jardins Du Marais,FR,Paris,74 rue Amelot 11th arr 75011 Paris France,48.8605219,2.3680239
1812476198912,Staunton Hotel B B,GB,London,13 15 Gower Street Camden London WC1E 6HE United Kingdom,51.520378,-0.1303414
1812476198917,COMO The Halkin,GB,London,Halkin Street Westminster Borough London SW1X 7DJ United Kingdom,51.4988977,-0.1562015
1821066133504,DoubleTree by Hilton London Victoria,GB,London,2 Bridge Place Victoria Westminster Borough London SW1V 1QA United Kingdom,51.49398,-0.143372
1821066133505,Conservatorium Hotel,NL,Amsterdam,Van Baerlestraat 27 Oud Zuid 1071 AN Amsterdam Netherlands,52.358631,4.8786236
1829656068097,The Queens Gate Hotel,GB,London,31 34 Queen s Gate Kensington and Chelsea London SW7 5JA United Kingdom,51.4981225,-0.1799693
1829656068102,NYX Milan,IT,Milan,Piazza Quattro Novembre 3 Central Station 20124 Milan Italy,45.4868745,9.2018406
1838246002690,Chasse Hotel,NL,Amsterdam,Chassestraat 62 64 De Baarsjes 1057 JJ Amsterdam Netherlands,52.3696719,4.8614475
1846835937284,AC Hotel Sants a Marriott Lifestyle Hotel,ES,Barcelona,Passeig de Sant Antoni 36 40 Sants Montju c 08014 Barcelona Spain,41.3775577,2.1384686
1864015806465,Park Avenue Baker Street,GB,London,173 Gloucester Place Westminster Borough London NW1 6DX United Kingdom,51.5241452,-0.1609907
1864015806470,Hotel Vueling Bcn by HC,ES,Barcelona,Gran Via 550 Eixample 08011 Barcelona Spain,41.3831641,2.1604736
1872605741056,One Aldwych,GB,London,1 Aldwych Westminster Borough London WC2B 4BZ United Kingdom,51.5117832,-0.1194172
1872605741061,Hotel Wandl,AT,Vienna,Petersplatz 9 01 Innere Stadt 1010 Vienna Austria,48.2097026,16.3703902
1881195675652,Hotel Cafe Royal,GB,London,68 Regent Street West End Mayfair Westminster Borough London W1B 4DY United Kingdom,51.5100916,-0.1359431
1889785610241,La Villa Royale,FR,Paris,2 Rue Duperr 9th arr 75009 Paris France,48.8821595,2.3367444
1889785610246,City Rooms,AT,Vienna,Daungasse 1 6 7 08 Josefstadt 1080 Vienna Austria,48.2133296,16.3471399
1898375544833,The Chesterfield Mayfair,GB,London,35 Charles Street Mayfair Westminster Borough London W1J 5EB United Kingdom,51.5076899,-0.1471358
1906965479424,Hotel Duminy Vendome,FR,Paris,3 5 rue du Mont Thabor 1st arr 75001 Paris France,48.8654726,2.3292934
1906965479429,Gallery Hotel,ES,Barcelona,Rossell 249 Eixample 08008 Barcelona Spain,41.3949242,2.1593099
1915555414020,The Ring Vienna s Casual Luxury Hotel,AT,Vienna,K rntner Ring 8 01 Innere Stadt 1010 Vienna Austria,48.2017091,16.3710205
1924145348610,My Home In Paris,FR,Paris,5 Rue De Malte 11th arr 75011 Paris France,48.8636049,2.3688352
1941325217792,Hotel de Seze,FR,Paris,16 rue de S ze 9th arr 75009 Paris France,48.8705741,2.3264194
1941325217797,Andaz Amsterdam Prinsengracht A Hyatt Hotel,NL,Amsterdam,Prinsengracht 587 Amsterdam City Center 1067 HT Amsterdam Netherlands,52.3678368,4.8830788
1949915152387,Bilderberg Hotel Jan Luyken,NL,Amsterdam,Jan Luykenstraat 58 Oud Zuid 1071 CS Amsterdam Netherlands,52.3599196,4.8810128
1958505086980,DoubleTree by Hilton Hotel Amsterdam NDSM Wharf,NL,Amsterdam,Ndsm Plein 28 Amsterdam Noord 1033 WB Amsterdam Netherlands,52.4001813,4.8936653
1967095021572,Senator Barcelona Spa Hotel,ES,Barcelona,Cardenal Reig 11 Les Corts 08028 Barcelona Spain,41.3777977,2.1135971
1975684956162,Montagu Place Hotel,GB,London,2 Montagu Place Westminster Borough London W1H 2ER United Kingdom,51.5191009,-0.1592
1975684956167,Hotel ViennArt am Museumsquartier,AT,Vienna,Breite Gasse 9 07 Neubau 1070 Vienna Austria,48.2035677,16.356445
1984274890754,Holiday Inn London Kensington Forum,GB,London,97 Cromwell Road Kensington and Chelsea London SW7 4DN United Kingdom,51.4942305,-0.1851141
1992864825345,Hotel Louvre Montana,FR,Paris,12 rue Saint Roch 1st arr 75001 Paris France,48.8644627,2.3318473
1992864825350,Excelsior Hotel Gallia Luxury Collection Hotel,IT,Milan,Piazza Duca D Aosta 9 Central Station 20124 Milan Italy,45.4857027,9.2020127
2001454759939,Apollo Hotel Amsterdam,NL,Amsterdam,Apollolaan 2 Oud Zuid 1077 BA Amsterdam Netherlands,52.3486098,4.8844292
2001454759944,Hotel Dei Cavalieri,IT,Milan,Piazza Giuseppe Missori 1 Milan City Center 20123 Milan Italy,45.4608547,9.1886179
2010044694528,The London EDITION,GB,London,10 Berners Street Westminster Borough London W1T 3NP United Kingdom,51.5167472,-0.135965
2010044694533,Hilton Garden Inn Vienna South,AT,Vienna,Hertha Firnberg Stra e 5 10 Favoriten 1100 Vienna Austria,48.1667886,16.344908
2018634629123,Georgian House Hotel,GB,London,35 39 St Georges Drive Westminster Borough London SW1V 4DG United Kingdom,51.490724,-0.143868
2018634629127,Austria Trend Parkhotel Sch nbrunn Wien,AT,Vienna,Hietzinger Hauptstra e 10 14 13 Hietzing 1130 Vienna Austria,48.1866506,16.3023375
2027224563713,Villa Alessandra,FR,Paris,9 Place Boulnois 17th arr 75017 Paris France,48.8794223,2.2957628
2027224563720,H10 Casa Mimosa 4 Sup,ES,Barcelona,Pau Claris 179 Eixample 08037 Barcelona Spain,41.3962106,2.1621171
2035814498305,Rosewood London,GB,London,252 High Holborn Holborn Camden London WC1V 7EN United Kingdom,51.5173303,-0.1180966
2044404432901,H tel de Lille,FR,Paris,40 rue de Lille 7th arr 75007 Paris France,48.8585626,2.3299138
2052994367488,Hotel Saint Petersbourg Opera,FR,Paris,35 Rue Caumartin 9th arr 75009 Paris France,48.872174,2.328075
2061584302083,Hotel Margot House,ES,Barcelona,Paseo de Gracia 46 Eixample 08007 Barcelona Spain,41.3918805,2.1660363
2070174236674,Relais Saint Jacques,FR,Paris,3 Rue Abb De L Ep e 5th arr 75005 Paris France,48.8430523,2.3422519
2078764171264,H tel Le Royal Monceau Raffles Paris,FR,Paris,37 Avenue Hoche 8th arr 75008 Paris France,48.8756359,2.3004967
2078764171269,Armani Hotel Milano,IT,Milan,Via Manzoni 31 Milan City Center 20121 Milan Italy,45.470532,9.19302
